"","8_0149.leaf","8_0157.leaf","8_0158.leaf","8_0160.leaf","8_0162.leaf","8_0167.leaf","8_0171.leaf","8_0174.leaf","8_0302.leaf","8_0307.leaf","8_0318.leaf","8_0326.leaf","8_0327.leaf","8_0328.leaf","8_0330.leaf","8_0580.leaf","8_0589.leaf","8_0593.leaf","8_0606.leaf","8_0608.leaf","8_0609.leaf","8_0612.leaf","8_0617.leaf","8_0773.leaf","8_0775.leaf","8_0776.leaf","8_0790.leaf","8_0803.leaf","8_1012.leaf","8_1013.leaf","8_1023.leaf","8_1032.leaf","8_1043.leaf","8_1047.leaf","8_1048.leaf","8_1361.leaf","8_1370.leaf","8_1377.leaf","8_1378.leaf","8_1382.leaf","8_1384.leaf","8_1388.leaf","8_1389.leaf","9_0155.leaf","9_0159.leaf","9_0161.leaf","9_0169.leaf","9_0171.leaf","9_0179.leaf","9_0191.leaf","9_0290.leaf","9_0292.leaf","9_0298.leaf","9_0302.leaf","9_0305.leaf","9_0330.leaf","9_0334.leaf","9_0580.leaf","9_0583.leaf","9_0588.leaf","9_0589.leaf","9_0590.leaf","9_0599.leaf","9_0769.leaf","9_0775.leaf","9_0776.leaf","9_0781.leaf","9_0789.leaf","9_0799.leaf","9_0802.leaf","9_0804.leaf","9_1014.leaf","9_1027.leaf","9_1041.leaf","9_1043.leaf","9_1046.leaf","9_1047.leaf","9_1354.leaf","9_1355.leaf","9_1356.leaf","9_1358.leaf","9_1364.leaf","9_1370.leaf","9_1382.leaf","JAM_3C.leaf","JAM_E1.leaf","JAM_E3.leaf","JAM_E4.leaf","8_0149.root","8_0157.root","8_0158.root","8_0160.root","8_0162.root","8_0167.root","8_0171.root","8_0174.root","8_0302.root","8_0307.root","8_0318.root","8_0326.root","8_0327.root","8_0328.root","8_0330.root","8_0580.root","8_0589.root","8_0593.root","8_0606.root","8_0608.root","8_0609.root","8_0612.root","8_0617.root","8_0773.root","8_0775.root","8_0776.root","8_0790.root","8_0803.root","8_1012.root","8_1013.root","8_1023.root","8_1032.root","8_1043.root","8_1047.root","8_1048.root","8_1361.root","8_1370.root","8_1377.root","8_1378.root","8_1382.root","8_1384.root","8_1388.root","8_1389.root","9_0155.root","9_0159.root","9_0161.root","9_0169.root","9_0171.root","9_0179.root","9_0191.root","9_0290.root","9_0292.root","9_0298.root","9_0302.root","9_0305.root","9_0330.root","9_0334.root","9_0580.root","9_0583.root","9_0588.root","9_0589.root","9_0590.root","9_0599.root","9_0769.root","9_0775.root","9_0776.root","9_0781.root","9_0789.root","9_0799.root","9_0802.root","9_0804.root","9_1014.root","9_1027.root","9_1041.root","9_1043.root","9_1046.root","9_1047.root","9_1354.root","9_1355.root","9_1356.root","9_1358.root","9_1364.root","9_1370.root","9_1382.root","JAM_3C.root","JAM_E1.root","JAM_E3.root","JAM_E4.root"
"OTU_30740",2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,4,0,3,1,10,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,4,0,0,2,7,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,2,0,1,0,1,0,0,0,0,0,1,11,0,1,0,2,6,0,4,0,0,1,0,1,2,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,5,0,3,3,1,2,3,0,0,10,1,0,4,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,1,0,0,1,0,0
"OTU_30778",96,33,0,0,0,0,254,7,112,3,187,35,603,55,44,0,157,101,10,9,734,37,0,167,3,127,328,294,0,226,136,0,0,31,0,69,105,53,1,85,0,21,19,15,55,44,0,81,41,44,3,749,30,5,4,11,0,91,3,0,220,6,58,0,48,0,0,0,16,354,0,102,90,0,81,7,72,764,76,47,4,103,173,54,0,0,33,73,9,23,0,10,179,3,93,0,84,71,0,17,112,31,20,0,379,28,1,6,79,23,0,103,447,958,76,9,17,23,5,0,109,54,65,86,164,106,0,531,1869,181,1293,0,46,80,91,68,220,1,66,311,7,7,67,43,211,245,5,0,0,55,110,0,39,0,44,30,6,0,12,0,75,0,0,3,269,0,11,59,1,0,1,99,1,362,155,5
"OTU_30824",2,0,3,41,0,9,0,0,3,0,0,5,0,9,0,6,0,0,0,0,0,6,0,0,0,0,3,3,0,2,30,1,0,4,0,0,9,6,0,10,0,3,1,1,0,6,231,3,0,0,0,2,12,0,0,0,28,0,2,0,2,0,0,9,0,0,0,0,0,3,0,0,0,5,0,4,5,1,0,0,1,0,1,0,1,0,19,5,0,1,3,12,2,0,0,2,7,3,0,3,0,0,0,0,0,16,2,36,0,0,0,3,4,1,0,5,0,0,0,0,2,12,0,0,0,1,8,4,1,0,6,20,0,0,0,0,0,0,0,0,0,2,0,14,4,7,12,0,0,0,0,0,0,147,1,7,5,0,18,0,0,0,7,0,3,3,0,2,0,0,0,1,0,1,6,0
"OTU_30835",15,1,0,39,0,0,2,0,0,13,13,1,8,59,8,19,14,8,0,0,4,0,0,3,32,0,24,0,0,11,1,3,2,0,15,0,0,3,0,4,0,0,0,7,0,7,0,9,3,0,0,8,11,2,0,0,167,11,105,0,9,7,2,0,0,0,1,2,0,23,4,10,0,5,13,0,0,7,15,5,29,14,0,15,1,0,54,3,0,29,50,0,26,0,5,0,1,10,0,7,5,0,0,0,10,6,24,0,2,1,0,18,14,11,0,0,0,3,0,0,0,2,1,52,9,11,30,11,6,7,51,53,15,8,22,0,9,0,0,1,0,0,2,4,0,14,56,0,1,0,9,0,0,0,7,0,0,1,6,0,0,0,0,0,16,15,0,1,2,0,0,0,1,4,19,0
"OTU_30878",0,31,12,0,13,0,110,66,18,0,22,28,7,0,17,0,7,6,7,3,47,44,2,11,0,7,44,2,0,27,7,4,0,35,2,4,46,11,4,21,0,70,0,14,31,7,27,10,6,24,2,143,0,118,1,1,8,0,0,0,36,0,1,0,12,0,0,3,17,9,0,16,17,1,132,6,48,2,6,1,0,6,102,236,0,0,0,23,3,47,0,26,32,1,79,0,82,93,1,31,31,7,218,0,9,109,0,36,78,27,0,16,149,2,32,9,21,77,6,1,6,13,17,106,15,62,2,0,27,100,8,0,25,16,56,59,209,7,16,308,3,6,141,6,67,24,3,2,0,5,29,0,93,19,6,25,29,0,59,3,0,1,4,1,94,0,0,13,13,0,5,2,0,30,78,0
"OTU_30903",38,5,2,0,0,1,25,0,0,0,31,1,1,2,12,17,7,6,4,1,0,17,3,6,0,0,2,3,0,4,63,3,0,2,0,0,0,1,2,2,0,11,15,1,0,2,546,1,6,0,1,14,0,6,2,1,3,6,2,0,2,2,11,1,0,9,0,0,0,2,0,6,0,3,4,0,6,7,0,4,0,2,4,9,0,8,1,4,0,3,2,16,4,1,23,0,5,6,0,2,48,1,14,4,5,10,0,11,18,11,0,6,5,13,4,0,0,7,0,0,0,3,35,10,2,0,0,105,4,19,5,0,8,3,0,44,17,0,0,43,0,5,2,2,12,7,2,0,0,0,3,0,12,262,1,25,0,0,20,0,5,0,3,0,2,49,4,0,0,0,3,0,0,1,2,5
"OTU_30931",0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,35,2,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,2,0,0,0,0,3,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,6,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,2,3,0,2,0,10,4,0,0,0,0,0,0,1,3,5,1,0,0,0,0,2,0,0,17,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"OTU_30953",0,0,0,0,3,0,17,36,22,0,0,4,0,1,0,0,0,0,14,0,0,0,0,0,0,45,0,5,0,0,1,0,0,6,0,13,7,1,0,0,0,0,1,1,30,9,0,0,0,4,2,0,0,0,0,7,0,0,0,0,0,0,0,1,14,0,5,0,30,0,0,0,24,0,0,12,5,0,4,0,2,0,0,0,0,0,4,0,10,0,0,4,1,14,0,0,0,0,4,0,0,47,0,0,0,5,1,0,0,0,0,0,0,0,33,0,1,0,14,15,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,25,0,16,12,0,0,0,0,1,12,0,20,0,0,0,0,0,0,1,0,9,0,0,7,1,22,0,0,3,0,0,0,0,10,0,0,0,2
"OTU_30955",0,5,0,0,0,0,4,0,0,0,7,0,16,0,0,6,1,1,0,0,12,94,0,0,0,0,19,0,0,3,3,0,0,1,0,0,0,12,0,3,0,40,5,0,0,0,40,5,0,0,0,27,0,1,0,0,3,3,0,0,3,0,1,0,0,0,0,0,0,8,0,1,0,3,3,0,2,51,15,1,0,3,14,0,0,0,0,9,0,3,0,0,0,2,2,0,78,8,0,3,18,0,2,0,18,4,0,5,3,4,0,13,2,5,0,0,0,0,0,0,0,17,3,1,3,43,4,0,24,1,0,0,2,5,2,5,8,0,0,8,0,0,0,24,190,5,0,0,0,4,24,0,7,32,5,145,0,0,8,0,0,0,0,0,54,0,0,0,0,0,2,0,0,12,5,0
"OTU_30964",5,27,0,0,0,0,4,0,0,0,14,0,3,7,11,0,3,5,0,0,0,4,0,7,0,0,1,3,0,0,5,0,0,0,0,0,0,10,2,0,0,1,15,0,0,0,53,1,3,0,0,1,0,4,0,0,0,4,0,0,0,0,30,0,0,0,0,0,0,15,0,2,0,0,1,0,0,0,1,11,0,2,12,38,0,0,0,5,0,2,8,3,8,0,13,0,17,0,0,2,11,0,6,0,0,0,1,4,18,4,0,6,3,2,0,0,3,16,0,0,0,14,9,12,6,6,0,0,2,5,0,0,11,3,2,17,12,0,0,10,0,0,237,13,17,3,0,0,0,0,8,1,10,46,9,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0
"OTU_30981",7,4,0,0,0,0,3,0,0,0,5,0,0,0,7,3,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,7,0,2,0,0,16,1,0,0,5,0,0,0,0,10,0,0,8,0,0,0,1,0,0,0,0,5,0,0,1,0,10,0,0,0,2,0,0,0,0,0,2,0,0,1,0,10,0,0,0,0,0,5,0,4,0,0,0,0,0,6,6,0,1,0,0,3,0,1,11,0,0,0,1,3,6,1,1,0,3,0,7,9,0,12,3,1,20,2,0,0,2,0,0,0,0,1,1,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"OTU_30994",0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,4,0,2,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,4,1,0,0,0,0,14,1,0,0,0,1,0,14,0,1,3,0,3,0,1,0,0,7,0,0,0,0,0,1,0,1,0,0,0,1,2,2,0,1,0,3,0,0,0,1,0,1,2,25,0,0,2,6,0,0,4,0,3,0,1,0,0,3,0,0,3,10,1,1,0,0,0,0,8,0,0,0,6,0,0,0,2,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
"OTU_31074",8,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,10,7,0,0,2,0,0,1,0,0,10,2,0,10,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,17,0,2,0,0,0,4,1,0,13,0,0,0,0,0,0,0,0,7,1,17,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,11,0,40,0,0,5,0,1,0,0,1,0,11,1,0,0,0,5,0,0,0,0,1,0,5,39,4,0,0,0,0,1,0,0,1,0,2,6,17,3,13,4,1,1,0,0,3,3,2,0,0,0,0,1,0,3,0,0,16,3,0,0,0,13,0,0,0,16,0,0,0,0,0,6,0,0,0,17,0,0,0,0,0,0,0,0,2,4,0
"OTU_31086",0,5,0,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,16,0,0,0,0,0,0,0,0,12,9,0,2,0,0,6,0,0,0,0,0,1,0,0,0,1,52,0,0,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,14,0,0,0,2,0,0,0,0,0,0,6,1,0,2,0,1,1,0,6,0,1,0,0,0,6,17,0,1,1,1,0,0,0,6,0,0,0,7,3,0,0,0,0,0,0,73,0,0,8,9,1,2,0,0,0,10,0,1,5,2,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_31112",0,3,0,0,0,0,7,0,0,0,9,0,150,0,0,5,0,2,0,0,163,43,0,5,0,0,107,0,0,12,0,0,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,2,0,1,0,202,0,0,0,0,0,7,0,0,23,0,0,0,0,0,0,0,0,24,0,3,0,0,18,0,0,42,1,0,0,4,186,0,0,0,0,5,0,20,0,0,3,0,1,0,80,41,0,14,6,0,2,1,13,0,0,0,16,0,0,16,18,63,0,0,0,1,0,0,0,1,2,1,10,131,0,0,204,2,0,0,0,1,2,35,8,0,0,6,0,0,1,1,93,0,0,0,0,0,54,0,6,0,4,20,0,0,0,0,0,0,0,0,46,0,0,0,1,0,0,0,0,54,7,0
"OTU_31138",0,0,0,0,0,0,35,1,2,0,2,0,1,9,2,3,0,0,5,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,8,2,2,2,73,0,0,1,18,0,1,30,0,0,0,0,1,0,2,0,0,0,0,0,1,0,3,3,0,2,0,2,0,8,6,1,4,0,6,0,0,4,0,1,2,1,1,0,0,48,1,1,2,1,0,0,0,0,0,0,2,0,0,6,3,0,0,0,0,1,6,1,0,0,0,3,0,3,0,0,0,13,0,2,0,0,3,9,10,4,0,2,4,1,4,0,0,17,0,0,2,0,6,5,3,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,1,7,0,22,11,0,0,0,0,1,1,4
"OTU_31169",52,133,0,0,0,0,81,0,1,6,83,2,92,0,52,11,28,66,0,0,64,160,0,63,1,1,40,942,0,101,0,0,0,0,0,0,13,97,0,77,0,76,107,0,3,5,3,74,34,0,0,29,0,60,0,0,0,129,2,0,176,0,72,0,0,0,2,0,0,28,2,131,0,0,41,0,2,123,103,83,0,96,91,69,0,0,0,54,4,87,0,0,52,0,84,0,82,147,0,48,247,0,97,0,24,4,2,0,125,58,0,145,77,6,0,0,0,53,4,0,0,73,2,76,166,166,0,8,181,99,301,0,81,93,70,23,63,0,0,33,0,0,148,70,214,72,1,0,0,3,212,0,41,2,55,68,0,0,0,0,363,0,0,0,66,0,0,4,0,0,0,0,0,40,89,0
"OTU_31196",0,25,0,0,0,0,31,0,1,0,34,0,19,0,19,0,988,259,0,0,19,12,0,59,0,3,47,1,0,331,1,0,0,0,0,0,0,12,0,22,0,4,1,0,0,0,2,50,30,0,0,44,0,11,0,0,0,25,0,0,10,0,15,0,0,0,2,0,0,14,0,75,1,0,11,0,0,33,12,58,0,111,7,34,0,0,0,26,0,253,0,3,260,0,17,0,6,23,0,51,21,0,8,0,126,0,0,0,18,21,0,520,42,96,0,1,0,27,1,0,0,12,16,35,286,41,0,0,71,63,7,0,12,54,16,13,47,0,0,10,0,1,21,18,10,57,0,0,0,3,122,0,18,0,256,2,0,0,0,0,2,0,0,0,59,0,1,1,5,0,4,0,0,10,184,2
"OTU_31200",0,0,0,7,0,0,10,0,0,0,0,0,1,11,0,3,0,1,0,0,2,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,16,1,3,0,2,0,0,2,0,0,0,0,0,2,1,3,0,1,5,0,0,0,1,0,18,0,0,1,0,0,7,2,1,2,0,0,4,0,0,0,0,7,0,0,0,0,2,0,1,0,5,1,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,4,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,2,0
"OTU_31231",1,3,0,5,0,0,29,1,1,0,22,0,3,0,10,6,5,4,0,11,6,39,0,15,1,0,2,21,0,9,2,3,0,7,0,0,0,71,0,12,0,53,24,10,0,47,1,11,10,2,0,67,0,35,0,0,0,1,0,0,6,0,5,3,0,0,0,1,0,10,0,9,1,6,0,2,10,16,18,4,1,6,26,19,0,0,4,45,0,0,0,0,8,0,14,0,118,41,0,4,23,0,12,0,33,8,0,0,7,7,0,15,60,21,0,6,0,3,0,0,0,57,7,14,1,19,0,1,18,41,14,0,15,9,16,8,75,0,0,24,0,0,15,35,5,156,4,0,0,9,30,0,23,3,3,35,1,0,24,0,33,0,0,0,19,4,0,4,0,0,0,0,0,8,20,0
"OTU_31343",2,7,0,2,0,0,8,0,4,0,17,1,0,0,15,0,0,0,0,0,1,16,0,11,1,7,0,3,0,1,0,1,0,0,12,1,16,39,0,1,0,19,23,10,2,5,1,0,8,6,0,0,0,4,0,0,2,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,8,0,1,26,9,0,0,0,7,4,0,0,0,0,0,39,0,11,1,0,0,17,0,10,0,0,4,0,0,27,14,0,1,0,0,1,3,0,8,0,0,0,18,13,23,0,1,0,0,0,31,1,0,12,8,4,4,22,0,1,27,0,6,21,8,0,24,0,0,0,33,1,0,17,0,0,3,0,0,4,0,32,0,0,0,0,0,0,38,0,0,0,0,0,0,1,0
"OTU_31390",0,4,0,0,2,0,5,0,6,0,4,0,1,0,1,0,0,3,0,0,1,10,0,11,0,23,0,11,0,1,0,0,0,1,1,0,1,8,0,0,0,7,8,0,10,0,0,2,11,8,0,4,0,0,0,0,0,1,0,0,1,0,22,0,1,0,0,0,4,2,0,0,5,0,0,2,0,1,8,5,0,0,3,3,0,0,0,72,0,0,0,0,0,0,7,0,11,1,0,0,26,3,1,0,2,0,0,0,6,1,0,0,1,1,1,0,0,0,0,0,0,1,1,4,0,3,0,0,1,2,0,0,4,0,0,1,11,0,0,12,0,1,4,6,0,15,0,0,0,95,35,0,0,0,0,0,0,0,0,0,9,0,0,2,8,0,0,8,0,0,0,6,0,3,0,1
"OTU_31468",5,0,0,5,0,0,0,0,0,0,0,0,3,8,1,0,8,2,0,0,4,1,3,0,0,0,5,1,0,5,0,0,1,0,3,0,2,2,0,1,0,1,5,0,0,5,0,7,0,0,0,8,0,0,0,0,23,12,2,0,6,3,1,1,0,0,0,0,1,15,0,3,0,1,0,0,0,0,8,0,6,8,0,0,1,0,5,1,0,14,1,0,7,0,0,0,0,8,0,9,0,0,0,0,2,0,2,0,0,0,0,7,18,9,0,0,0,0,0,0,0,4,0,1,4,17,0,0,2,6,14,0,0,1,28,1,0,0,0,0,0,0,0,3,0,11,6,0,0,3,6,0,0,0,0,0,0,0,0,0,2,0,0,0,16,7,0,1,1,0,0,0,0,3,18,0
"OTU_31535",0,0,6,0,2,0,73,8,30,0,0,48,0,0,0,0,0,0,7,9,0,11,8,0,0,25,0,0,0,0,0,0,0,97,0,2,0,12,72,0,4,3,79,10,13,31,0,0,0,3,89,0,0,82,3,9,0,1,0,0,0,0,0,0,6,0,16,4,22,1,0,0,11,0,0,7,12,1,63,1,0,0,3,12,0,0,5,0,13,0,0,62,63,3,0,0,30,2,17,0,0,3,4,0,0,214,1,8,1,0,0,0,12,0,3,8,8,1,0,1,38,0,0,0,0,0,0,0,0,24,0,0,0,0,25,2,0,25,5,0,4,6,0,0,0,0,0,3,0,15,1,167,1,0,1,28,10,0,15,0,0,183,4,8,0,0,0,15,1,1,5,18,2,4,0,0
"OTU_31564",0,0,0,0,0,0,9,12,10,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,2,2,0,2,0,5,0,0,2,9,38,0,0,0,4,4,0,1,44,0,10,0,0,0,0,2,0,1,0,7,0,0,1,14,0,0,0,8,1,0,0,6,0,2,0,0,1,0,0,0,0,11,0,7,0,0,12,2,6,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,2,2,0,5,2,0,0,1,0,9,0,0,1,1,3,3,0,0,1,0,0,0,0,5,0,0,0,12,0,1,3,0,0,0,1,0,25,0,1,1,0,1,0,0,1,1,0,6,1,2,16,0,0,0,2,4,6,0,0,2,8,0,0,0,0
"OTU_31664",1,0,0,88,0,0,0,0,0,6,0,0,2,87,0,8,6,5,0,0,2,0,0,0,4,0,1,34,2,9,0,0,5,0,11,0,0,1,0,2,0,0,0,1,0,0,0,7,0,0,0,6,5,0,0,0,41,7,23,0,7,0,0,7,0,0,0,0,0,8,3,8,0,21,3,0,0,1,14,0,53,0,0,0,5,2,19,2,0,7,3,0,14,0,0,0,0,12,0,2,0,0,0,0,4,0,24,0,0,0,0,7,21,1,0,1,0,0,0,0,0,1,0,0,2,4,4,1,1,0,6,28,0,0,31,0,0,0,0,0,1,0,0,8,0,4,40,0,0,0,6,0,0,0,1,0,1,0,2,0,4,0,0,0,13,2,0,0,5,0,0,0,0,4,13,0
"OTU_31812",8,7,0,7,0,0,4,0,2,0,19,0,11,0,4,0,16,29,0,0,9,122,4,5,4,5,34,11,0,21,9,2,0,4,14,0,15,1,1,3,2,59,11,1,0,0,41,20,4,2,0,11,89,1,0,1,5,62,2,0,15,0,0,0,0,1,0,1,2,46,0,8,1,4,0,0,6,17,20,2,2,51,131,2,0,0,0,1,0,33,0,1,28,0,10,4,24,7,0,20,5,0,17,0,8,7,0,0,4,2,0,12,45,26,0,1,0,2,0,0,0,6,6,7,29,24,0,0,7,49,12,0,4,2,28,17,2,1,0,7,1,0,0,17,177,8,0,0,0,4,25,2,17,10,11,28,0,0,9,0,7,1,0,0,27,0,0,1,0,0,0,1,0,10,46,0
"OTU_31813",5,22,0,13,0,0,4,0,0,0,6,0,1,0,41,7,5,4,0,0,1,1,0,20,0,0,1,0,0,9,0,0,0,0,0,0,0,8,0,2,0,1,5,0,0,0,1,5,8,0,0,0,0,4,0,1,10,14,0,0,1,0,10,0,0,0,0,0,0,1,0,3,0,0,5,0,0,1,3,19,0,5,1,13,0,0,0,2,0,5,1,0,2,0,5,0,0,0,0,3,21,0,3,0,3,2,0,0,7,2,0,11,0,3,0,0,0,13,0,0,1,5,10,24,0,3,0,4,0,4,26,0,10,6,1,6,7,0,0,12,0,0,13,4,0,9,0,0,0,0,1,0,7,0,2,0,0,0,2,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,6,0
"OTU_31831",4,3,0,0,0,0,13,1,1,0,24,1,16,2,9,0,4,2,1,0,22,10,1,20,0,2,29,3,0,20,0,0,0,0,0,4,0,1,0,0,0,2,0,38,0,43,0,2,3,0,0,28,0,7,0,0,1,2,0,0,21,0,2,0,0,0,0,0,0,25,0,15,0,0,18,1,27,9,2,0,0,5,9,19,0,0,1,5,0,21,0,4,12,0,20,0,2,18,0,2,13,0,2,0,14,39,0,0,16,9,0,16,35,12,0,3,0,3,0,0,0,0,6,9,2,30,0,0,18,10,2,0,11,7,10,7,7,0,0,6,0,0,5,1,10,2,0,0,0,3,1,0,0,0,4,0,0,0,17,0,0,0,0,0,25,0,0,1,0,0,0,0,0,25,8,0
"OTU_31832",0,0,0,0,0,0,1,0,18,0,10,3,0,0,14,0,3,1,3,0,1,3,0,2,0,2,0,0,0,6,0,0,0,0,0,3,1,3,0,3,0,10,1,20,0,1,19,3,2,0,0,0,0,16,0,0,0,1,0,0,0,0,6,0,0,0,6,0,3,0,0,0,0,0,2,19,0,1,0,4,0,2,32,28,0,0,0,9,19,0,0,0,1,0,9,0,0,0,0,5,31,1,9,0,0,23,0,0,5,6,0,1,0,0,6,4,0,3,2,0,0,2,2,50,4,0,0,0,0,54,8,0,2,12,7,7,18,0,0,8,0,0,13,0,0,12,0,0,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,5,0
"OTU_31908",0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,0,0,10,4,2,3,0,0,10,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,1,0,6,0,0,1,0,0,1,25,0,0,5,0,0,0,0,0,3,0,10,0,0,3,0,0,0,3,0,0,6,1,0,0,0,1,0,0,0,0,0,0,9,5,4,0,0,0,1,0,0,0,2,3,4,13,11,0,0,3,5,0,0,1,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,6,0,1,0,4,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,2,0
"OTU_31910",0,0,0,0,0,0,1,1,15,0,0,0,0,0,1,0,0,6,3,0,12,0,0,1,0,19,0,4,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,5,12,0,0,0,0,7,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,2,31,0,0,1,0,2,0,0,2,1,7,0,0,0,0,6,1,0,13,0,0,1,0,26,0,0,1,7,0,0,0,0,0,0,5,4,3,0,1,0,1,0,0,0,0,0,3,3,0,4,0,2,4,0,0,0,0,0,0,0,5,1,0,0,0,1,7,1,0,4,0,9,3,0,0,0,6,1,0,0,0,1,0,0,0,1,3,0,1,16,0,0,0,4,0,1,0,0
"OTU_31912",0,0,0,7,0,0,0,0,0,0,0,4,0,6,0,0,3,5,0,0,6,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,2,0,1,0,3,0,19,0,31,0,5,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,3,0,11,0,4,0,0,0,3,5,2,9,1,0,0,0,0,1,3,0,6,1,2,6,0,0,0,0,2,0,4,0,0,0,0,0,8,1,0,0,0,0,2,10,5,0,4,0,0,0,0,0,1,0,1,1,3,1,0,3,0,27,0,0,0,34,1,0,0,0,0,0,0,0,1,0,21,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,5,0
"OTU_31930",0,1,0,0,0,3,0,0,0,0,1,0,1,0,3,1,4,7,0,0,2,1,0,1,0,0,3,1,0,5,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,11,0,0,0,5,0,0,0,0,0,4,1,0,3,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,1,1,0,6,1,1,0,0,0,1,0,6,0,0,2,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,3,3,0,4,4,1,0,0,0,2,0,0,0,2,0,0,7,6,0,0,1,2,2,0,1,1,6,1,0,0,0,3,0,0,1,1,1,4,0,0,0,4,2,0,1,1,2,3,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,4,8,0
